"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Office Region","Notes","Valid?"
"105230","Joad, Nicholas (Nicholas), Dr","SCS2","DST-Director","Provides advice to ministers and senior officials on Defence Science & Technology (S&T), defines the S&T strategy/policy to effectively manage CSA's Research Programme, and invests the Departmental S&T budget in ground-breaking research programmes by leveraging UK Defence S&T capability through international collaborations and by driving Defence Innovation.","Ministry of Defence","Ministry of Defence","LEVEL 2: DST","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","105227","0","1.00","110000","114999","","Government Science and Engineering Profession","London","nan","1.00"
"215362","N/D","SCS1","DST-SciA Hd","Responsible for overseeing the work of the Department's Scientific Adviser network, the Defence Scientific Expert Committee and the Innovation Research and Insight (IRIS) Function.","Ministry of Defence","Ministry of Defence","LEVEL 2: DST","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","105230","0","1.00","0","0","","Government Science and Engineering Profession","London","nan","1.00"
"112223","N/D","SCS1","Hd. Policy & Strategy","Head of Policy and Strategy","Ministry of Defence","Ministry of Defence","LEVEL 2: MOD SAP","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","229037","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"116256","N/D","OF-6","Commodore Navy Programmes","Commodore for Navy Programmes","Ministry of Defence","Ministry of Defence","LEVEL 2: MOD SAP","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","229037","0","1.00","0","0","","Military","Overseas","nan","1.00"
"229037","N/D","OF-7","MODSAP-Director","Director MOD Saudi Armed Forces Projects (MODSAP) is responsible for the safety, quality, commercial and financial assurance of BAE Systems' delivery of UK/Kingdom of Saudi Arabia Government-to-Government contracts.  These contracts, worth approximately £3.5Bn per annum, cover provision and support of Tornado, Hawk and Typhoon aircraft to the Royal Saudi Air Force, and Minehunter vessels for the Royal Saudi Navy.  Working closely with UK industry, UK Government and Saudi military and government officials, Director MODSAP coordinates all activity in support of these contracts, delivering high quality operational support to the Royal Saudi Armed Forces and, in so doing, contributing to the long-standing strategic relationship between the two Kingdoms.","Ministry of Defence","Ministry of Defence","LEVEL 2: MOD SAP","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","140333","0","1.00","0","0","","Military","Overseas","nan","1.00"
"174649","N/D","SCS1","Head of Contracts","Responsible for negotiating front-end agreements with the Saudis and for negotiation of commercial and contractual terms with the prime contractor, BAE Systems, to ensure a fully coherent package.","Ministry of Defence","Ministry of Defence","LEVEL 2: MOD SAP","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","229037","0","1.00","0","0","","Procurement Profession","Overseas","nan","1.00"
"197826","N/D","OF-7","SPO MilStratGE-ACDS","Responsible for championing Defence Engagement concepts across Defence, including Joint and Single Service doctrine, processes, prioritisation of resource and integration of the Defence approach with other Government departments, and directing and reviewing enduring projects that leverage our most important bilateral relationships outside of the US and multilateral organisations.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","0","0","","Military","London","nan","1.00"
"30039579","N/D","OF-7","ACDS MILSTRAT AND DE","Assistant Chief of Defence Staff (Military Strategy) within Military Strategic Headquarters – Military Strategic Operations Centre (MSHQ MSOC). He is responsible for providing senior military leadership on the development and integration of defence military strategy, advising DCDS(MSO) and senior Defence leaders on strategic policy, global posture, and military-strategic risk. The role oversees military strategy functions within MSOC, ensuring coherence between Defence strategic objectives, operational planning, and engagement across government and international partners.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","0","0","","Military","London","nan","1.00"
"188553","Ryan, Peter (Peter), Mr","SCS2","DSP DJEP-Director","Policy lead on judicial and external scrutiny of MOD business, including public enquiries, inquests and significant claims against the Department.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","224188","0","0.49","60000","64999","","Policy Profession","London","nan","1.00"
"30031897","Gurr, Nicholas (Nick), Mr","SCS2","DSP-AIRU-Director (lifed)","Head of Claims, Inquests & Disclosure Unit","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","224188","0","0.78","95000","99999","","Policy Profession","London","nan","1.00"
"216561","N/D","SCS2","DSP DESS-Director","DSP DESS-Director","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","224188","0","1.00","110000","114999","","Policy Profession","London","Individual's name has been redacted for security purposes.","1.00"
"141691","Hamer, Joanne (Joanne), Mrs","SCS2","DSP EAS-Director","Responsible for policy formulation and advice on Defence aspects of major Euro-Atlantic multinational institutions (e.g. NATO), bilateral relationships with countries in Europe and Canada, devolution issues and relations with devolved governments within the UK.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","224188","0","1.00","105000","109999","","Policy Profession","London","nan","1.00"
"30021371","N/D","SCS1","DSP-HomelandDefence-Head","Responsible for strategic plans and policy planning","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033817","0","0.70","0","0","","Policy Profession","London","nan","1.00"
"142008","N/D","SCS2","MSOC NatSecurity-Dir","MSOC National Security Director","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","224188","0","1.00","110000","114999","","Policy Profession","London","Individual's name has been redacted for security purposes.","1.00"
"194736","N/D","OF-7","MSOC OpsandCts-ACDS","Joint responsibility (with DG Sec Pol) for delivering strategy and planning for operations, and directing and conducting operations at the strategic level.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","0","0","","Military","London","nan","1.00"
"30021836","N/D","SCS1","MSOC-KINDRED-IFU-DD (lifed)","Respoinsible for the International Fund for Ukraine programme.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30036864","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"30036864","N/D","OF-7","MSOC-Ukraine Capabilities-Dir (lifed)","Senior Responsible Owner Capability Delivery","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30031897","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"30072186","N/D","OF-8","MSHQ-MSOC-DCDS(MSO)","Deputy Chief of Defence Staff (Military Strategy and Operations) provides senior leadership and direction for Defence’s military strategy and global operations, advising the Chiefs of Staff and wider senior Defence leadership on strategic coherence, operational risk, and the integration of military activity in support of UK Defence objectives. The role has overall responsibility for the delivery and coordination of military strategy, operational planning, and strategic oversight across MSOC, ensuring alignment with government policy and international commitments.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30001719","0","1.00","0","0","","Military","London","nan","1.00"
"146041","N/D","OF-6","MSOC MSE-Head","Responsible for providing advice on operations at the strategic level and coordinating MOD Targeting, Information Operations, Computer Network Operations and Special Capability efforts.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","194736","0","1.00","0","0","","Military","London","nan","1.00"
"222159","N/D","SCS1","DSP DESS-CETSP- Head","Responsible for setting priorities and giving direction in the work of scrutinising individual transactions to protect defence capabilities and programmes against risks from hostile investment.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","216561","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"221468","Merrick, Benjamin (Benjamin), Mr","SCS2","DSP IntlSecurity-Dir","Delivery of international policy and planning aspects of security co-operation","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","224188","0","1.00","100000","104999","","Policy Profession","London","nan","1.00"
"142662","N/D","SCS1","DSP GlobalIssues-Head","Responsible for Security Policy Global Issues","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033817","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"224188","Wyatt, Paul (Paul), Mr","SCS3","DSP-DG Policy-Personal","Responsible to the Permanent Secretary for the provision of professional policy advice on all military operations, security issues in Africa, Asia, Latin America and the Caribbean, and for oversight of security, resilience and judicial engagement.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","236944195","1.00","145000","149999","","Policy Profession","London","nan","1.00"
"189181","N/D","SCS1","DSP DJEP CIDU-Head","Policy on judicial and external scrutiny of MOD business relating to claims, inquests and disclosure.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","188553","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"212826","N/D","SCS1","DSP REECA-Head","Gives policy advice directed at promoting the UK's security interests throughout the EU and with Russia and wider European partners.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","141691","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"144805","Newton, Mark (Mark), Mr","SCS2","DSP BDSUS-MinCounsellorDefence","As the most senior Ministry of Defence civil servant in the United States, Minister Counsellor Defence is responsible to Her Majesty's Ambassador for all aspects of UK/US defence equipment acquisition, technology and logistics policy, and programmes and processes.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","224188","0","1.00","110000","114999","","Policy Profession","Overseas","nan","1.00"
"148649","N/D","SCS1","DSP EASP-Head","Responsible for policy formulation and advice on Defence aspects of major Euro-Atlantic multinational institutions (e.g. NATO), bilateral relationships with countries in Europe and Canada, devolution issues and relations with devolved governments within the UK.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","141691","0","1.00","0","0","","Policy Profession","East of England","nan","1.00"
"241510","N/D","SCS1","DSP-COSGp-CorpSvcs&Enablers-DD","Leads on Corporate services","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033817","0","0.65","0","0","","Operational Delivery Profession","London","nan","1.00"
"30046889","N/D","SCS1","L3-DJEP-HILU-01 (lifed)","Policy on external scrutiny of MOD business relating to judicial reviews and public inquiries.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","188553","0","0.70","0","0","","Policy Profession","London","nan","1.00"
"142856","N/D","SCS1","DSP MiddleEast-Head","Delivery of civilian international policy and planning aspects of security co-operation, conflict prevention and security sector reform.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","221468","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"263933","N/D","SCS1","DSP DESS-CETSC- Head","Deputy Director Investment Security Mitigation
Responsible for delivering the Defence contribution to HMG’s new National Security and Investment (NSI) regime; collaboration with key UK enablers & the development of ‘remedies’ to mitigate risks to national security.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","216561","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"30033817","Johnson, Damian, Mr","SCS2","DSP HDST-Dir","Responsible to the Permanent Secretary for the provision of professional policy advice on all military operations, security issues in Africa, Asia, Latin America and the Caribbean, and for oversight of security, resilience and judicial engagement.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","224188","0","1.00","110000","114999","","Policy Profession","London","nan","1.00"
"263935","N/D","SCS1","DSP StrategicThreats-EW-Head","Head of Economic Security","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033817","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"140333","Jolliffe, Avril, Ms","SCS3","SPO DGStrat&Intl-DG","Responsible to the Permanent Secretary for the development of Defence strategy and for professional policy advice on Euro-Atlantic security issues, including NATO, as well as prosperity and economic/industrial security.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","5654","0","1.00","165000","169999","","Policy Profession","London","nan","1.00"
"30038809","N/D","OF-6","BDSUS-UKStratCom Attache","Working with Her Majesty’s Ambassador as Defence Attaché for the United States of America, this role provides defence support and advice for the United Kingdom’s strategic County Business Plan .  The Defence Attaché is responsible for all in country defence relationships and defence engagement activities,","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","185416","0","1.00","0","0","","Military","London","nan","1.00"
"180361","N/D","SCS1","DSP DJEP HILU-Head","Policy on external scrutiny of MOD business relating to judicial reviews and public inquiries.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","188553","0","0.60","0","0","","Policy Profession","London","nan","1.00"
"255670","N/D","SCS1","SPO ISE-IS-Head","Deputy Director responsibility for Delivery and Strateg within the AUKUS alliance","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","207369","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"193948","N/D","SCS1","MSOC HSCandCyber-Head","Responsible for the direction and conduct of special operations at the strategic level.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","142008","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"185416","N/D","OF-7","BDS-US HEAD C41SR","Senior Responsible Owner Capability Delivery – Future Cruise / Anti-ship Weapon and Spear Cap 4","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","144805","0","1.00","0","0","","Military","Overseas","nan","1.00"
"105349","N/D","SCS1","SPO DISE-SEP-Head","Responsible for supporting UK defence industry to increase our share of existing markets and to develop new markets to support our UK industrial capability priorities and UK prosperity, and gain influence and access with more nations.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","140333","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"197922","N/D","OF-8","SPO DSAME","Special Representative to the Middle East on behalf of the Secretary of State.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30001719","0","1.00","0","0","","Military","London","nan","1.00"
"262669","Clare, James (James), Mr","SCS2","Director Energy, Environment and Infrastructure","Responsible for setting out the principles and methods needed for UK Defence to meet the challenge of climate change through the three interlocking ambitions of adaptation and resilience, sustainability and net zero, and global leadership.","Ministry of Defence","Ministry of Defence","LEVEL 2: DELIVERY AND STRATEGY","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039224","0","1.00","110000","114999","","Policy Profession","London","nan","1.00"
"142227","N/D","SCS1","DSP-CAdv-Pol-Head","Responsible for maintenance of policy context for planning and conduct of operations relating to Afghanistan, Pakistan, Iraq and Syria.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033817","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"144816","N/D","SCS1","DSP BDSUS- DPN-MIn-Cllr","Responsible for management and direction of a Defence Policy Team and a Nuclear Strategic Deterrent (NSD) and Chemical, Biological and Radiological Defence (CBRD) Team. The Defence Policy Team promotes cooperation and dialogue with the US defence community on strategic defence and national security issues and the NSD & CBRD Teams support US/UK collaboration on nuclear deterrence.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","144805","0","1.00","0","0","","Policy Profession","Overseas","nan","1.00"
"265508","N/D","SCS1","MSOC-Kindred-CrisisReview-Head (lifed)","Head of Task Force KINDRED (TFK). TFK was established in March and is co-ordinating all of the Department’s military aid to Ukraine as part of our wider work on the conflict in Ukraine. TFK oversees a global search for military equipment and works with DE&S on rapid procurement. The Task Force also works closely with the Permanent Joint HQ (PJHQ) to co-ordinate the movement of UK and partner nation equipment to Ukraine. TFK is a multi-disciplinary team consisting of approx. 30 civilian and military personnel.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30036864","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"144814","N/D","SCS1","DSP BDSUS Counsellor DAT","Responsible for the management and direction of a Defence Equipment Team, a Science and Technology Team and a Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance (C4ISR) team. Together their responsibilities include: support to operations, delivery of a step-change in the US-UK science and technology relationship, development of the US-UK Bilateral Defence Acquisition Committee and support to UK capability procurement and development.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","144805","0","1.00","0","0","","Policy Profession","Overseas","nan","1.00"
"30047956","N/D","SCS1","DSP-Canada-Head (lifed)","DSP Canada_BATUS-Hd","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","141691","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"142225","N/D","SCS1","DSP-Africa-LAC-Hd","Delivery of international policy and planning aspects of security co-operation, conflict prevention and security sector reform relating to Sub-Saharan Africa.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","221468","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"217692","N/D","SCS1","DSP EURC-Head","Responsible for setting policy and strategy for, and managing, bilateral relationships with European allies and Canada.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","141691","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"264226","Costelloe, Katharine (Katharine), Mrs","SCS2","SPO DISE-DIR","Responsible for supporting UK defence industry to increase our share of existing markets and to develop new markets to support our UK industrial capability priorities and UK prosperity, and gain influence and access with more nations.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","140333","0","0.70","70000","74999","","Policy Profession","London","nan","1.00"
"30039222","N/D","SCS1","Deputy Director NATO Advisory Liaison Team (NALT)","Deputy Director of the NATO Advisory Liaison Team (NALT). Responsible for supporting the integration and coordination of policy and programme activity in a multinational and operational context, providing oversight of NATO engagement and liaison activity. The role contributes to the alignment of Defence programmes with operational policy priorities and supports senior leadership through strategic advice, coordination, and stakeholder engagement.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","141691","0","1.00","0","0","","Policy Profession","Overseas","nan","1.00"
"30024788","N/D","SCS1","DSP-AIRU-DD (lifed)","Responsible for leading the MOD's response to Lord Justice Sir Charles Haddon-Cave's Independent Inquiry relating to Afghanistan.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30031897","0","1.00","0","0","","Operational Delivery Profession","London","nan","1.00"
"264226","Jenkins, Katherine (Kitty), Miss","SCS2","SPO DISE-DIR","Responsible for supporting UK defence industry to increase our share of existing markets and to develop new markets to support our UK industrial capability priorities and UK prosperity, and gain influence and access with more nations.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","140333","0","0.70","70000","74999","","Policy Profession","London","nan","1.00"
"184000","N/D","SCS1","MSOC  SpecialOps-Head","Responsible for the direction and conduct of special operations at the strategic level.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","142008","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"30002783","N/D","SCS1","MSOC PJM-JointHead","MSOC PJM-JointHead","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","142008","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"30015969","N/D","SCS1","Transformation CCE-DD","Responsible for developing MOD direction and providing specialist advice on energy, environment, and infrastructure policy and opportunities across Defence and central government","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","262669","0","1.00","0","0","","Project Delivery Profession","London","nan","1.00"
"241543","N/D","SCS1","L3-HDST-02 (lifed)","Head Secretariat NMI","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30031897","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"143581","N/D","SCS1","MSOC CTandUK-Head","Responsible for the defence contribution to UK counter-terrorism policy and for the direction and conduct of UK operations at the strategic level.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","142008","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"30021365","N/D","SCS1","L3-CAdv-China-01 (lifed)","Head of Defence China Policy","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30033817","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"206621","N/D","SCS1","DSP-IndoPac-Hd","Responsible for IndoAsiaPacific Security Policy/Strategy","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","221468","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"30036817","N/D","SCS1","DSP-UCJU-Head (lifed)","Responsible for policy formulation and advice on Defence aspects of major Euro-Atlantic multinational institutions (e.g. NATO), bilateral relationships with countries in Europe and Canada, devolution issues and relations with devolved governments within the UK.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","141691","0","1.00","0","0","","Policy Profession","London","nan","1.00"
"149059","N/D","OF-6","DMILREP EU","Defence Military Representative to the EU","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","141691","0","1.00","0","0","","Military","Overseas","nan","1.00"
"149058","N/D","OF-6","DMILREP NATO","Defence Military Representative to Nato","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","141691","0","1.00","0","0","","Military","Overseas","nan","1.00"
"30046955","N/D","OF-6","MSHQ-MSOC-MSP-Hd","Responsible for providing advice on Military Strategy and Plans at the strategic level.","Ministry of Defence","Ministry of Defence","LEVEL 2: SEC POL AND OPS","020 7807 0425","CTLBFin-PlanningGrpMailbox@mod.gov.uk","30039579","0","1.00","0","0","","Military","London","nan","1.00"
